Local time in Beijing / Peking,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
18.02.2020 11:00,7.0,767.6,770.7,,32,Wind blowing from the east-northeast,2,,,20–30%., ,,,-4.3,7.0,,,2500 or more  or no clouds.,,,30.0,-8.6,No precipitation,6,,,,
18.02.2020 08:00,-1.7,768.3,771.4,0.8,73,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,6.2,,,,,,22.0,-5.9,No precipitation,12,,,,
18.02.2020 05:00,-3.1,767.5,770.6,,74,Wind blowing from the south-southeast,1,,4,, ,,,-5.5,6.2,,,,,,25.0,-7.2,No precipitation,6,,,,
18.02.2020 02:00,-2.8,768.1,771.2,-0.1,74,Wind blowing from the north-east,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,6.2,,,2500 or more  or no clouds.,,,30.0,-6.8,No precipitation,12,,,,
17.02.2020 23:00,-2.2,768.2,771.3,,69,Calm  no wind,0,,,, ,,,-5.5,6.2,,,,,,30.0,-7.1,No precipitation,6,,,,
17.02.2020 20:00,1.5,767.9,771.0,0.2,52,Wind blowing from the west,0,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,6.2,,,,,,30.0,-7.5,No precipitation,12,,,,
17.02.2020 17:00,6.1,767.7,770.8,,34,Wind blowing from the south-west,3,,8,no clouds, ,,,-5.5,6.2,,,,,,30.0,-8.6,No precipitation,6,,,,
17.02.2020 14:00,5.0,768.1,771.2,-1.5,30,Wind blowing from the south-west,5,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,6.0,,,,,,30.0,-11.1,No precipitation,12,,,,
17.02.2020 11:00,4.1,769.6,772.7,,24,Wind blowing from the north-northwest,3,,11,no clouds, ,,,-5.5,4.1,,,,,,30.0,-14.7,No precipitation,6,,,,
17.02.2020 08:00,-1.3,770.2,773.4,0.2,35,Wind blowing from the west-northwest,2,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,,,,,,,30.0,-14.8,No precipitation,12,,,,
17.02.2020 05:00,-2.3,770.0,773.2,,37,Wind blowing from the north-west,2,,14,, ,,,-3.4,3.7,,,,,,30.0,-15.3,No precipitation,6,,,,
17.02.2020 02:00,-1.6,770.6,773.7,0.1,31,Wind blowing from the north-northwest,3,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,3.7,,,2500 or more  or no clouds.,,,30.0,-16.5,No precipitation,12,,,,
16.02.2020 23:00,-1.2,770.5,773.7,,31,Wind blowing from the north,3,,14,, ,,,-3.5,3.7,,,,,,30.0,-16.2,No precipitation,6,,,,
16.02.2020 20:00,0.2,769.9,773.0,1.9,29,Wind blowing from the north,6,,14,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,3.7,,,2500 or more  or no clouds.,,,30.0,-15.7,No precipitation,12,,,,
16.02.2020 17:00,2.8,768.0,771.1,,23,Wind blowing from the north,6,,13,20–30%., ,,,-3.7,3.7,,,2500 or more  or no clouds.,,,30.0,-16.3,No precipitation,6,,,,
16.02.2020 14:00,3.2,767.6,770.7,-1.4,27,Wind blowing from the north,5,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,3.2,,,2500 or more  or no clouds.,,,30.0,-14.0,No precipitation,12,,,,
16.02.2020 11:00,0.8,769.0,772.1,,28,Wind blowing from the north,6,,11,20–30%., ,,,-3.7,1.0,,,1500-2000,,,30.0,-15.6,No precipitation,6,,,,
16.02.2020 08:00,-1.8,768.9,772.0,0.4,32,Wind blowing from the north,2,,13,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,-0.1,,,2500 or more  or no clouds.,,,30.0,-16.3,No precipitation,12,,,,
16.02.2020 05:00,-3.4,768.5,771.7,,33,Wind blowing from the north-northwest,3,,13,, ,,,-5.0,-0.1,,,,,,30.0,-17.4,No precipitation,6,,,,
16.02.2020 02:00,-3.4,769.3,772.4,-0.9,27,Wind blowing from the north-northwest,5,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,-0.1,,,2500 or more  or no clouds.,,,30.0,-19.7,No precipitation,12,,,,
15.02.2020 23:00,-3.5,770.2,773.4,,31,Wind blowing from the north,4,,16,, ,,,-5.0,-0.1,,,,,,30.0,-18.2,No precipitation,6,,,,
15.02.2020 20:00,-3.0,770.2,773.3,1.0,29,Wind blowing from the north,6,,16,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,-0.1,,,2000-2500,,,30.0,-18.5,No precipitation,12,,,,
15.02.2020 17:00,-0.6,769.2,772.3,,28,Wind blowing from the north-northwest,5,,,20–30%., ,,,-5.0,-0.1,,,1500-2000,,,30.0,-16.9,No precipitation,6,,,,
15.02.2020 14:00,-0.8,769.6,772.8,-2.2,28,Wind blowing from the north-west,6,,16,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,-0.3,,,2500 or more  or no clouds.,,,30.0,-17.0,No precipitation,12,,,,
15.02.2020 11:00,-3.0,771.8,775.0,,31,Wind blowing from the north-northwest,6,,14,no clouds, ,,,-5.0,0.1,,,,,,30.0,-17.8,No precipitation,6,,,,
15.02.2020 08:00,-4.8,772.0,775.2,0.6,33,Wind blowing from the north-northwest,6,,13,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,0.4,,,1500-2000,,,30.0,-18.6,No precipitation,12,,,,
15.02.2020 05:00,-4.1,771.4,774.6,,35,Wind blowing from the north-northwest,4,,12,, ,,,-4.1,4.2,,,,,,30.0,-17.3,No precipitation,6,,,,
15.02.2020 02:00,-2.7,772.3,775.4,0.3,36,Wind blowing from the north-northwest,4,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,,,,2500 or more  or no clouds.,,,30.0,-15.7,0.8,12,,,,
14.02.2020 23:00,-1.3,772.0,775.1,,67,Wind blowing from the north-east,3,,,, ,,,-1.3,,,,,,,30.0,-6.8,No precipitation,6,,,,
14.02.2020 20:00,-0.5,770.2,773.3,2.7,67,Wind blowing from the north-east,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,,,,2500 or more  or no clouds.,,,30.0,-5.9,10.0,12,,,,
14.02.2020 17:00,-0.4,767.5,770.6,,74,Wind blowing from the north-east,4,,,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-0.4,7.9,,,1000-1500,,,24.0,-4.5,4.0,6,,,,
14.02.2020 14:00,-0.3,766.0,769.0,0.8,91,Wind blowing from the north-east,4,,12,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-0.3,7.9,,,1000-1500,,,3.1,-1.6,29.0,12,,,,
14.02.2020 11:00,0.1,765.2,768.3,,95,Wind blowing from the north-northeast,2,,14,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,8.7,,,,,,0.7,-0.6,21.0,6,,,,
14.02.2020 08:00,0.4,763.7,766.8,2.6,94,Wind blowing from the north-east,1,,14,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,0.4,8.7,,,1000-1500,,,1.5,-0.5,19.0,12,,,,
14.02.2020 05:00,4.2,761.1,764.1,,86,Wind blowing from the south-west,1,,14,,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,8.7,,,,,,1.4,2.1,4.0,6,,,,
14.02.2020 02:00,6.6,758.8,761.8,0.0,79,Wind blowing from the east-southeast,8,,14,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,1.7,3.2,No precipitation,12,,,,
13.02.2020 23:00,6.8,758.8,761.8,,90,Wind blowing from the north,1,,6,,Mist. ,,,,,,,,,,0.8,5.3,No precipitation,6,,,,
13.02.2020 20:00,6.4,757.9,760.9,1.6,91,Wind blowing from the north-east,2,,6,100%.,Fog or ice fog. ,Drizzle.,Fog or ice fog or thick haze.,-0.9,8.7,,,1000-1500,,,0.7,5.0,Trace of precipitation,12,,,,
13.02.2020 17:00,5.9,756.3,759.3,,92,Wind blowing from the north-east,2,,6,100%.,Drizzle  not freezing  intermittent  slight at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,11.0,,,1000-1500,,,0.6,4.7,No precipitation,6,,,,
13.02.2020 14:00,6.9,755.8,758.8,-1.1,84,Wind blowing from the east,3,,6,100%.,Haze. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,11.8,,,1500-2000,,,1.4,4.4,No precipitation,12,,,,
13.02.2020 11:00,6.6,756.9,759.9,,68,Wind blowing from the north-east,3,,5,90  or more  but not 100%,Haze. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,11.8,,,2500 or more  or no clouds.,,,1.1,1.1,No precipitation,6,,,,
13.02.2020 08:00,3.1,756.8,759.8,1.0,93,Wind blowing from the north-east,2,,4,90  or more  but not 100%,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,11.8,,,2500 or more  or no clouds.,,,0.4,2.1,No precipitation,12,,,,
13.02.2020 05:00,0.1,755.8,758.8,,93,Wind blowing from the east-northeast,2,,2,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,-1.6,11.8,,,,,,0.4,-0.9,No precipitation,6,,,,
13.02.2020 02:00,-0.8,756.5,759.5,-0.3,91,Wind blowing from the north,1,,3,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,11.8,,,2500 or more  or no clouds.,,,0.5,-2.1,No precipitation,12,,,,
12.02.2020 23:00,0.5,756.8,759.8,,87,Wind blowing from the north-northeast,0,,3,,Haze. ,,,-1.9,11.8,,,,,,0.8,-1.4,No precipitation,6,,,,
12.02.2020 20:00,3.8,757.0,760.0,0.9,77,Wind blowing from the north,0,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,11.8,,,2500 or more  or no clouds.,,,1.3,0.0,No precipitation,12,,,,
12.02.2020 17:00,11.0,756.1,759.1,,49,Wind blowing from the south,1,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,11.8,,,2500 or more  or no clouds.,,,2.0,0.7,No precipitation,6,,,,
12.02.2020 14:00,10.7,756.8,759.8,-2.4,49,Wind blowing from the north-east,1,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,10.8,,,2500 or more  or no clouds.,,,1.9,0.4,No precipitation,12,,,,
12.02.2020 11:00,7.0,759.2,762.2,,61,Wind blowing from the east-northeast,2,,3,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,10.8,,,2500 or more  or no clouds.,,,1.7,-0.2,No precipitation,6,,,,
12.02.2020 08:00,-0.2,759.4,762.4,0.4,89,Wind blowing from the east-northeast,1,,3,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,,,,2500 or more  or no clouds.,,,0.7,-1.8,No precipitation,12,,,,
12.02.2020 05:00,-1.6,759.0,762.0,,92,Wind blowing from the east-northeast,1,,3,,Mist. ,,,-2.7,10.8,,,,,,0.7,-2.7,No precipitation,6,,,,
12.02.2020 02:00,-1.2,760.0,763.0,-0.4,90,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,10.8,,,2500 or more  or no clouds.,,,1.0,-2.6,No precipitation,12,,,,
11.02.2020 23:00,0.0,760.4,763.5,,89,Wind blowing from the north,0,,4,,Haze. ,,,-2.7,10.8,,,,,,1.1,-1.6,No precipitation,6,,,,
11.02.2020 20:00,2.9,760.3,763.3,0.6,75,Wind blowing from the north-northeast,1,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,10.8,,,2500 or more  or no clouds.,,,1.7,-1.1,No precipitation,12,,,,
11.02.2020 17:00,9.8,759.7,762.7,,49,Wind blowing from the south-east,1,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,11.3,,,2500 or more  or no clouds.,,,2.7,-0.4,No precipitation,6,,,,
11.02.2020 14:00,9.4,760.3,763.3,-2.1,50,Wind blowing from the east,2,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,12.7,,,2500 or more  or no clouds.,,,1.5,-0.5,No precipitation,12,,,,
11.02.2020 11:00,4.9,762.4,765.5,,64,Wind blowing from the north-east,3,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,12.7,,,2500 or more  or no clouds.,,,1.3,-1.5,No precipitation,6,,,,
11.02.2020 08:00,-1.8,762.3,765.4,0.8,87,Wind blowing from the north-east,1,,,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,,,,2500 or more  or no clouds.,,,0.9,-3.7,No precipitation,12,,,,
11.02.2020 05:00,-2.4,761.5,764.5,,86,Wind blowing from the north-east,1,,2,,Haze. ,,,-4.7,12.7,,,,,,1.0,-4.4,No precipitation,6,,,,
11.02.2020 02:00,-2.2,761.8,764.8,0.1,87,Wind blowing from the east,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,12.7,,,2500 or more  or no clouds.,,,0.9,-4.1,No precipitation,12,,,,
10.02.2020 23:00,-0.9,761.7,764.8,,82,Wind blowing from the north-east,1,,4,,Haze. ,,,-4.7,12.7,,,,,,1.3,-3.6,No precipitation,6,,,,
10.02.2020 20:00,1.7,761.1,764.2,1.2,69,Wind blowing from the north,0,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,12.7,,,,,,2.1,-3.4,No precipitation,12,,,,
10.02.2020 17:00,11.3,759.9,762.9,,34,Wind blowing from the south-southeast,1,,4,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,12.7,,,2500 or more  or no clouds.,,,3.1,-4.0,No precipitation,6,,,,
10.02.2020 14:00,11.2,760.2,763.2,-2.2,34,Wind blowing from the east,0,,4,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,11.2,,,2500 or more  or no clouds.,,,3.4,-4.1,No precipitation,12,,,,
10.02.2020 11:00,6.1,762.4,765.4,,46,Wind blowing from the east,1,,3,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,6.8,,,2500 or more  or no clouds.,,,5.0,-4.9,No precipitation,6,,,,
10.02.2020 08:00,-4.2,762.1,765.1,0.5,90,Calm  no wind,0,,,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,,,,2500 or more  or no clouds.,,,1.0,-5.6,No precipitation,12,,,,
10.02.2020 05:00,-3.6,761.6,764.7,,89,Wind blowing from the east-northeast,1,,3,,Mist. ,,,-6.5,6.8,,,,,,1.0,-5.1,No precipitation,6,,,,
10.02.2020 02:00,-3.4,762.4,765.5,-0.8,88,Wind blowing from the north-east,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,6.8,,,2500 or more  or no clouds.,,,1.0,-5.1,No precipitation,12,,,,
09.02.2020 23:00,-2.1,763.2,766.3,,85,Wind blowing from the east-northeast,1,,,,Haze. ,,,-6.5,6.8,,,,,,1.2,-4.3,No precipitation,6,,,,
09.02.2020 20:00,-0.1,762.8,766.0,0.2,76,Wind blowing from the south-east,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,6.8,,,,,,1.5,-3.8,No precipitation,12,,,,
09.02.2020 17:00,6.0,762.6,765.7,,51,Wind blowing from the south-southwest,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,6.8,,,,,,2.1,-3.6,No precipitation,6,,,,
09.02.2020 14:00,5.8,763.6,766.6,-2.4,48,Wind blowing from the south-west,3,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,7.5,,,,,,2.7,-4.4,No precipitation,12,,,,
09.02.2020 11:00,1.6,766.0,769.0,,57,Wind blowing from the east-northeast,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,7.5,,,,,,3.4,-6.2,No precipitation,6,,,,
09.02.2020 08:00,-5.1,766.6,769.7,-0.4,82,Wind blowing from the north-east,1,,,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,7.5,,,2500 or more  or no clouds.,,,3.5,-7.7,No precipitation,12,,,,
09.02.2020 05:00,-5.2,767.0,770.1,,78,Wind blowing from the north-east,0,,4,,Haze. ,,,-9.0,7.5,,,,,,3.9,-8.4,No precipitation,6,,,,
09.02.2020 02:00,-3.7,768.7,771.7,-1.4,76,Wind blowing from the north,0,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,7.5,,,2500 or more  or no clouds.,,,2.5,-7.3,No precipitation,12,,,,
08.02.2020 23:00,-2.6,770.1,773.2,,72,Wind blowing from the south-west,2,,5,,Haze. ,,,-9.0,7.5,,,,,,3.1,-7.1,No precipitation,6,,,,
08.02.2020 20:00,0.9,770.2,773.3,0.1,51,Wind blowing from the south-southwest,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,7.5,,,2500 or more  or no clouds.,,,7.0,-8.3,No precipitation,12,,,,
08.02.2020 17:00,5.4,770.1,773.2,,35,Wind blowing from the south-west,2,,6,90  or more  but not 100%, ,,,-9.0,7.5,,,2500 or more  or no clouds.,,,9.0,-8.8,No precipitation,6,,,,
08.02.2020 14:00,6.9,770.4,773.5,-1.7,29,Wind blowing from the south-west,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,6.9,,,2500 or more  or no clouds.,,,14.0,-9.9,No precipitation,12,,,,
08.02.2020 11:00,3.8,772.1,775.3,,30,Wind blowing from the east-northeast,2,,6,10%  or less  but not 0, ,,,-9.0,3.8,,,2500 or more  or no clouds.,,,27.0,-12.2,No precipitation,6,,,,
08.02.2020 08:00,-6.3,771.5,774.7,0.6,87,Wind blowing from the east-northeast,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,1.9,,,,,,4.2,-8.1,No precipitation,12,,,,
08.02.2020 05:00,-8.8,770.9,774.1,,88,Wind blowing from the north-east,1,,,,Haze. ,,,-8.9,1.9,,,,,,1.6,-10.4,No precipitation,6,,,,
08.02.2020 02:00,-7.6,771.1,774.2,0.4,89,Wind blowing from the south-southwest,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,1.9,,,2500 or more  or no clouds.,,,1.4,-9.1,No precipitation,12,,,,
07.02.2020 23:00,-5.9,770.7,773.8,,89,Calm  no wind,0,,,,Haze. ,,,-6.7,1.9,,,,,,1.7,-7.4,No precipitation,6,,,,
07.02.2020 20:00,-4.0,770.1,773.2,1.5,83,Wind blowing from the north,1,,4,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,1.9,,,2500 or more  or no clouds.,,,2.4,-6.5,No precipitation,12,,,,
07.02.2020 17:00,0.9,768.6,771.7,,59,Wind blowing from the west-southwest,2,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,1.9,,,2500 or more  or no clouds.,,,4.5,-6.2,No precipitation,6,,,,
07.02.2020 14:00,1.4,768.9,772.0,-2.0,56,Wind blowing from the west-southwest,1,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,1.5,,,2500 or more  or no clouds.,,,4.3,-6.6,No precipitation,12,,,,
07.02.2020 11:00,-3.2,770.9,774.1,,66,Wind blowing from the north-east,1,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,-3.1,,,2500 or more  or no clouds.,,,5.0,-8.8,No precipitation,6,,,,
07.02.2020 08:00,-6.6,770.8,774.0,0.3,82,Wind blowing from the east,1,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,-3.9,,,2500 or more  or no clouds.,,,3.9,-9.2,No precipitation,12,,,,
07.02.2020 05:00,-5.6,770.5,773.7,,78,Wind blowing from the north-east,1,,,,Haze. ,,,,-3.9,,,,,,4.6,-8.8,No precipitation,6,,,,
07.02.2020 02:00,-4.9,770.8,774.0,-0.5,81,Wind blowing from the east-northeast,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-3.9,,,2500 or more  or no clouds.,,,3.7,-7.7,No precipitation,12,,,,
06.02.2020 23:00,-4.7,771.3,774.5,,81,Wind blowing from the north-east,1,,,,Haze. ,,,-8.2,-3.9,,,,,,4.1,-7.5,No precipitation,6,,,,
06.02.2020 20:00,-5.2,771.5,774.7,0.3,82,Calm  no wind,0,,,90  or more  but not 100%,Haze. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,-3.9,,,2500 or more  or no clouds.,,,4.6,-7.8,0.8,12,,,,
06.02.2020 17:00,-4.2,771.2,774.4,,75,Wind blowing from the south-southwest,1,,5,100%.,Haze. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,-3.6,,,1500-2000,,,5.0,-8.1,0.3,6,,,,
06.02.2020 14:00,-4.4,772.2,775.4,-2.5,80,Wind blowing from the north-east,1,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-8.2,-3.6,,,1000-1500,,,1.2,-7.3,2.0,12,,,,
06.02.2020 11:00,-6.6,774.7,777.9,,80,Wind blowing from the east-northeast,2,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-8.2,-3.6,,,300-600,,,2.6,-9.5,1.0,6,,,,
06.02.2020 08:00,-8.2,775.0,778.3,0.1,83,Wind blowing from the east-northeast,3,,7,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-8.2,-3.6,,,600-1000,,,2.6,-10.6,2.0,12,,,,
06.02.2020 05:00,-7.8,774.9,778.1,,85,Wind blowing from the east-northeast,2,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-7.9,-3.6,,,,,,2.5,-9.9,1.0,6,,,,
06.02.2020 02:00,-7.3,775.5,778.7,0.2,86,Wind blowing from the east-northeast,2,,7,,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-8.8,-3.6,,,2500 or more  or no clouds.,,,2.5,-9.2,2.0,12,,,,
05.02.2020 23:00,-6.4,775.3,778.6,,84,Wind blowing from the east,2,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-8.8,-3.6,,,,,,2.6,-8.7,0.8,6,,,,
05.02.2020 20:00,-5.1,775.0,778.2,1.1,83,Wind blowing from the east-southeast,3,,7,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-8.8,-2.7,,,1500-2000,,,3.6,-7.5,1.0,12,,,,
05.02.2020 17:00,-3.6,773.9,777.1,,76,Wind blowing from the east-southeast,3,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-8.8,1.5,,,1500-2000,,,8.0,-7.2,0.6,6,,,,
